terrain,roi,season,tile,patch,sar_path,optical_path,filename
agri,ROIs1868,summer,59,p1038,datasets\sentinel12\v_2\agri\s1\ROIs1868_summer_s1_59_p1038.png,datasets\sentinel12\v_2\agri\s2\ROIs1868_summer_s2_59_p1038.png,ROIs1868_summer_s1_59_p1038.png
agri,ROIs1868,summer,59,p1039,datasets\sentinel12\v_2\agri\s1\ROIs1868_summer_s1_59_p1039.png,datasets\sentinel12\v_2\agri\s2\ROIs1868_summer_s2_59_p1039.png,ROIs1868_summer_s1_59_p1039.png
agri,ROIs1868,summer,59,p104,datasets\sentinel12\v_2\agri\s1\ROIs1868_summer_s1_59_p104.png,datasets\sentinel12\v_2\agri\s2\ROIs1868_summer_s2_59_p104.png,ROIs1868_summer_s1_59_p104.png
agri,ROIs1868,summer,59,p1040,datasets\sentinel12\v_2\agri\s1\ROIs1868_summer_s1_59_p1040.png,datasets\sentinel12\v_2\agri\s2\ROIs1868_summer_s2_59_p1040.png,ROIs1868_summer_s1_59_p1040.png
agri,ROIs1868,summer,59,p1041,datasets\sentinel12\v_2\agri\s1\ROIs1868_summer_s1_59_p1041.png,datasets\sentinel12\v_2\agri\s2\ROIs1868_summer_s2_59_p1041.png,ROIs1868_summer_s1_59_p1041.png
agri,ROIs1868,summer,59,p1042,datasets\sentinel12\v_2\agri\s1\ROIs1868_summer_s1_59_p1042.png,datasets\sentinel12\v_2\agri\s2\ROIs1868_summer_s2_59_p1042.png,ROIs1868_summer_s1_59_p1042.png
agri,ROIs1868,summer,59,p1043,datasets\sentinel12\v_2\agri\s1\ROIs1868_summer_s1_59_p1043.png,datasets\sentinel12\v_2\agri\s2\ROIs1868_summer_s2_59_p1043.png,ROIs1868_summer_s1_59_p1043.png
agri,ROIs1868,summer,59,p1044,datasets\sentinel12\v_2\agri\s1\ROIs1868_summer_s1_59_p1044.png,datasets\sentinel12\v_2\agri\s2\ROIs1868_summer_s2_59_p1044.png,ROIs1868_summer_s1_59_p1044.png
agri,ROIs1868,summer,59,p1045,datasets\sentinel12\v_2\agri\s1\ROIs1868_summer_s1_59_p1045.png,datasets\sentinel12\v_2\agri\s2\ROIs1868_summer_s2_59_p1045.png,ROIs1868_summer_s1_59_p1045.png
agri,ROIs1868,summer,59,p1046,datasets\sentinel12\v_2\agri\s1\ROIs1868_summer_s1_59_p1046.png,datasets\sentinel12\v_2\agri\s2\ROIs1868_summer_s2_59_p1046.png,ROIs1868_summer_s1_59_p1046.png
agri,ROIs1868,summer,59,p1047,datasets\sentinel12\v_2\agri\s1\ROIs1868_summer_s1_59_p1047.png,datasets\sentinel12\v_2\agri\s2\ROIs1868_summer_s2_59_p1047.png,ROIs1868_summer_s1_59_p1047.png
agri,ROIs1868,summer,59,p1048,datasets\sentinel12\v_2\agri\s1\ROIs1868_summer_s1_59_p1048.png,datasets\sentinel12\v_2\agri\s2\ROIs1868_summer_s2_59_p1048.png,ROIs1868_summer_s1_59_p1048.png
agri,ROIs1868,summer,59,p1049,datasets\sentinel12\v_2\agri\s1\ROIs1868_summer_s1_59_p1049.png,datasets\sentinel12\v_2\agri\s2\ROIs1868_summer_s2_59_p1049.png,ROIs1868_summer_s1_59_p1049.png
agri,ROIs1868,summer,59,p105,datasets\sentinel12\v_2\agri\s1\ROIs1868_summer_s1_59_p105.png,datasets\sentinel12\v_2\agri\s2\ROIs1868_summer_s2_59_p105.png,ROIs1868_summer_s1_59_p105.png
agri,ROIs1868,summer,59,p1050,datasets\sentinel12\v_2\agri\s1\ROIs1868_summer_s1_59_p1050.png,datasets\sentinel12\v_2\agri\s2\ROIs1868_summer_s2_59_p1050.png,ROIs1868_summer_s1_59_p1050.png
agri,ROIs1868,summer,59,p1051,datasets\sentinel12\v_2\agri\s1\ROIs1868_summer_s1_59_p1051.png,datasets\sentinel12\v_2\agri\s2\ROIs1868_summer_s2_59_p1051.png,ROIs1868_summer_s1_59_p1051.png
agri,ROIs1868,summer,59,p1052,datasets\sentinel12\v_2\agri\s1\ROIs1868_summer_s1_59_p1052.png,datasets\sentinel12\v_2\agri\s2\ROIs1868_summer_s2_59_p1052.png,ROIs1868_summer_s1_59_p1052.png
agri,ROIs1868,summer,59,p1053,datasets\sentinel12\v_2\agri\s1\ROIs1868_summer_s1_59_p1053.png,datasets\sentinel12\v_2\agri\s2\ROIs1868_summer_s2_59_p1053.png,ROIs1868_summer_s1_59_p1053.png
agri,ROIs1868,summer,59,p1054,datasets\sentinel12\v_2\agri\s1\ROIs1868_summer_s1_59_p1054.png,datasets\sentinel12\v_2\agri\s2\ROIs1868_summer_s2_59_p1054.png,ROIs1868_summer_s1_59_p1054.png
agri,ROIs1868,summer,59,p1055,datasets\sentinel12\v_2\agri\s1\ROIs1868_summer_s1_59_p1055.png,datasets\sentinel12\v_2\agri\s2\ROIs1868_summer_s2_59_p1055.png,ROIs1868_summer_s1_59_p1055.png
agri,ROIs1868,summer,59,p1056,datasets\sentinel12\v_2\agri\s1\ROIs1868_summer_s1_59_p1056.png,datasets\sentinel12\v_2\agri\s2\ROIs1868_summer_s2_59_p1056.png,ROIs1868_summer_s1_59_p1056.png
agri,ROIs1868,summer,59,p1057,datasets\sentinel12\v_2\agri\s1\ROIs1868_summer_s1_59_p1057.png,datasets\sentinel12\v_2\agri\s2\ROIs1868_summer_s2_59_p1057.png,ROIs1868_summer_s1_59_p1057.png
agri,ROIs1868,summer,59,p1058,datasets\sentinel12\v_2\agri\s1\ROIs1868_summer_s1_59_p1058.png,datasets\sentinel12\v_2\agri\s2\ROIs1868_summer_s2_59_p1058.png,ROIs1868_summer_s1_59_p1058.png
agri,ROIs1868,summer,59,p1059,datasets\sentinel12\v_2\agri\s1\ROIs1868_summer_s1_59_p1059.png,datasets\sentinel12\v_2\agri\s2\ROIs1868_summer_s2_59_p1059.png,ROIs1868_summer_s1_59_p1059.png
agri,ROIs1868,summer,59,p106,datasets\sentinel12\v_2\agri\s1\ROIs1868_summer_s1_59_p106.png,datasets\sentinel12\v_2\agri\s2\ROIs1868_summer_s2_59_p106.png,ROIs1868_summer_s1_59_p106.png
agri,ROIs1868,summer,59,p1060,datasets\sentinel12\v_2\agri\s1\ROIs1868_summer_s1_59_p1060.png,datasets\sentinel12\v_2\agri\s2\ROIs1868_summer_s2_59_p1060.png,ROIs1868_summer_s1_59_p1060.png
agri,ROIs1868,summer,59,p1061,datasets\sentinel12\v_2\agri\s1\ROIs1868_summer_s1_59_p1061.png,datasets\sentinel12\v_2\agri\s2\ROIs1868_summer_s2_59_p1061.png,ROIs1868_summer_s1_59_p1061.png
agri,ROIs1868,summer,59,p1062,datasets\sentinel12\v_2\agri\s1\ROIs1868_summer_s1_59_p1062.png,datasets\sentinel12\v_2\agri\s2\ROIs1868_summer_s2_59_p1062.png,ROIs1868_summer_s1_59_p1062.png
agri,ROIs1868,summer,59,p1063,datasets\sentinel12\v_2\agri\s1\ROIs1868_summer_s1_59_p1063.png,datasets\sentinel12\v_2\agri\s2\ROIs1868_summer_s2_59_p1063.png,ROIs1868_summer_s1_59_p1063.png
agri,ROIs1868,summer,59,p1064,datasets\sentinel12\v_2\agri\s1\ROIs1868_summer_s1_59_p1064.png,datasets\sentinel12\v_2\agri\s2\ROIs1868_summer_s2_59_p1064.png,ROIs1868_summer_s1_59_p1064.png
agri,ROIs1868,summer,59,p1065,datasets\sentinel12\v_2\agri\s1\ROIs1868_summer_s1_59_p1065.png,datasets\sentinel12\v_2\agri\s2\ROIs1868_summer_s2_59_p1065.png,ROIs1868_summer_s1_59_p1065.png
agri,ROIs1868,summer,59,p1066,datasets\sentinel12\v_2\agri\s1\ROIs1868_summer_s1_59_p1066.png,datasets\sentinel12\v_2\agri\s2\ROIs1868_summer_s2_59_p1066.png,ROIs1868_summer_s1_59_p1066.png
agri,ROIs1868,summer,59,p1067,datasets\sentinel12\v_2\agri\s1\ROIs1868_summer_s1_59_p1067.png,datasets\sentinel12\v_2\agri\s2\ROIs1868_summer_s2_59_p1067.png,ROIs1868_summer_s1_59_p1067.png
agri,ROIs1868,summer,59,p1068,datasets\sentinel12\v_2\agri\s1\ROIs1868_summer_s1_59_p1068.png,datasets\sentinel12\v_2\agri\s2\ROIs1868_summer_s2_59_p1068.png,ROIs1868_summer_s1_59_p1068.png
agri,ROIs1868,summer,59,p1069,datasets\sentinel12\v_2\agri\s1\ROIs1868_summer_s1_59_p1069.png,datasets\sentinel12\v_2\agri\s2\ROIs1868_summer_s2_59_p1069.png,ROIs1868_summer_s1_59_p1069.png
agri,ROIs1868,summer,59,p107,datasets\sentinel12\v_2\agri\s1\ROIs1868_summer_s1_59_p107.png,datasets\sentinel12\v_2\agri\s2\ROIs1868_summer_s2_59_p107.png,ROIs1868_summer_s1_59_p107.png
agri,ROIs1868,summer,59,p1070,datasets\sentinel12\v_2\agri\s1\ROIs1868_summer_s1_59_p1070.png,datasets\sentinel12\v_2\agri\s2\ROIs1868_summer_s2_59_p1070.png,ROIs1868_summer_s1_59_p1070.png
agri,ROIs1868,summer,59,p1071,datasets\sentinel12\v_2\agri\s1\ROIs1868_summer_s1_59_p1071.png,datasets\sentinel12\v_2\agri\s2\ROIs1868_summer_s2_59_p1071.png,ROIs1868_summer_s1_59_p1071.png
agri,ROIs1868,summer,59,p1072,datasets\sentinel12\v_2\agri\s1\ROIs1868_summer_s1_59_p1072.png,datasets\sentinel12\v_2\agri\s2\ROIs1868_summer_s2_59_p1072.png,ROIs1868_summer_s1_59_p1072.png
agri,ROIs1868,summer,59,p1073,datasets\sentinel12\v_2\agri\s1\ROIs1868_summer_s1_59_p1073.png,datasets\sentinel12\v_2\agri\s2\ROIs1868_summer_s2_59_p1073.png,ROIs1868_summer_s1_59_p1073.png
agri,ROIs1868,summer,59,p1074,datasets\sentinel12\v_2\agri\s1\ROIs1868_summer_s1_59_p1074.png,datasets\sentinel12\v_2\agri\s2\ROIs1868_summer_s2_59_p1074.png,ROIs1868_summer_s1_59_p1074.png
agri,ROIs1868,summer,59,p1075,datasets\sentinel12\v_2\agri\s1\ROIs1868_summer_s1_59_p1075.png,datasets\sentinel12\v_2\agri\s2\ROIs1868_summer_s2_59_p1075.png,ROIs1868_summer_s1_59_p1075.png
agri,ROIs1868,summer,59,p1076,datasets\sentinel12\v_2\agri\s1\ROIs1868_summer_s1_59_p1076.png,datasets\sentinel12\v_2\agri\s2\ROIs1868_summer_s2_59_p1076.png,ROIs1868_summer_s1_59_p1076.png
agri,ROIs1868,summer,59,p1077,datasets\sentinel12\v_2\agri\s1\ROIs1868_summer_s1_59_p1077.png,datasets\sentinel12\v_2\agri\s2\ROIs1868_summer_s2_59_p1077.png,ROIs1868_summer_s1_59_p1077.png
agri,ROIs1868,summer,59,p1078,datasets\sentinel12\v_2\agri\s1\ROIs1868_summer_s1_59_p1078.png,datasets\sentinel12\v_2\agri\s2\ROIs1868_summer_s2_59_p1078.png,ROIs1868_summer_s1_59_p1078.png
agri,ROIs1868,summer,59,p1079,datasets\sentinel12\v_2\agri\s1\ROIs1868_summer_s1_59_p1079.png,datasets\sentinel12\v_2\agri\s2\ROIs1868_summer_s2_59_p1079.png,ROIs1868_summer_s1_59_p1079.png
agri,ROIs1868,summer,59,p1080,datasets\sentinel12\v_2\agri\s1\ROIs1868_summer_s1_59_p1080.png,datasets\sentinel12\v_2\agri\s2\ROIs1868_summer_s2_59_p1080.png,ROIs1868_summer_s1_59_p1080.png
agri,ROIs1868,summer,59,p1081,datasets\sentinel12\v_2\agri\s1\ROIs1868_summer_s1_59_p1081.png,datasets\sentinel12\v_2\agri\s2\ROIs1868_summer_s2_59_p1081.png,ROIs1868_summer_s1_59_p1081.png
agri,ROIs1868,summer,59,p1082,datasets\sentinel12\v_2\agri\s1\ROIs1868_summer_s1_59_p1082.png,datasets\sentinel12\v_2\agri\s2\ROIs1868_summer_s2_59_p1082.png,ROIs1868_summer_s1_59_p1082.png
agri,ROIs1868,summer,59,p1083,datasets\sentinel12\v_2\agri\s1\ROIs1868_summer_s1_59_p1083.png,datasets\sentinel12\v_2\agri\s2\ROIs1868_summer_s2_59_p1083.png,ROIs1868_summer_s1_59_p1083.png
agri,ROIs1868,summer,59,p1084,datasets\sentinel12\v_2\agri\s1\ROIs1868_summer_s1_59_p1084.png,datasets\sentinel12\v_2\agri\s2\ROIs1868_summer_s2_59_p1084.png,ROIs1868_summer_s1_59_p1084.png
agri,ROIs1868,summer,59,p1085,datasets\sentinel12\v_2\agri\s1\ROIs1868_summer_s1_59_p1085.png,datasets\sentinel12\v_2\agri\s2\ROIs1868_summer_s2_59_p1085.png,ROIs1868_summer_s1_59_p1085.png
agri,ROIs1868,summer,59,p1086,datasets\sentinel12\v_2\agri\s1\ROIs1868_summer_s1_59_p1086.png,datasets\sentinel12\v_2\agri\s2\ROIs1868_summer_s2_59_p1086.png,ROIs1868_summer_s1_59_p1086.png
agri,ROIs1868,summer,59,p1087,datasets\sentinel12\v_2\agri\s1\ROIs1868_summer_s1_59_p1087.png,datasets\sentinel12\v_2\agri\s2\ROIs1868_summer_s2_59_p1087.png,ROIs1868_summer_s1_59_p1087.png
agri,ROIs1868,summer,59,p1088,datasets\sentinel12\v_2\agri\s1\ROIs1868_summer_s1_59_p1088.png,datasets\sentinel12\v_2\agri\s2\ROIs1868_summer_s2_59_p1088.png,ROIs1868_summer_s1_59_p1088.png
agri,ROIs1868,summer,59,p1089,datasets\sentinel12\v_2\agri\s1\ROIs1868_summer_s1_59_p1089.png,datasets\sentinel12\v_2\agri\s2\ROIs1868_summer_s2_59_p1089.png,ROIs1868_summer_s1_59_p1089.png
agri,ROIs1868,summer,59,p1090,datasets\sentinel12\v_2\agri\s1\ROIs1868_summer_s1_59_p1090.png,datasets\sentinel12\v_2\agri\s2\ROIs1868_summer_s2_59_p1090.png,ROIs1868_summer_s1_59_p1090.png
agri,ROIs1868,summer,59,p1091,datasets\sentinel12\v_2\agri\s1\ROIs1868_summer_s1_59_p1091.png,datasets\sentinel12\v_2\agri\s2\ROIs1868_summer_s2_59_p1091.png,ROIs1868_summer_s1_59_p1091.png
agri,ROIs1868,summer,59,p1092,datasets\sentinel12\v_2\agri\s1\ROIs1868_summer_s1_59_p1092.png,datasets\sentinel12\v_2\agri\s2\ROIs1868_summer_s2_59_p1092.png,ROIs1868_summer_s1_59_p1092.png
agri,ROIs1868,summer,59,p1093,datasets\sentinel12\v_2\agri\s1\ROIs1868_summer_s1_59_p1093.png,datasets\sentinel12\v_2\agri\s2\ROIs1868_summer_s2_59_p1093.png,ROIs1868_summer_s1_59_p1093.png
agri,ROIs1868,summer,59,p1094,datasets\sentinel12\v_2\agri\s1\ROIs1868_summer_s1_59_p1094.png,datasets\sentinel12\v_2\agri\s2\ROIs1868_summer_s2_59_p1094.png,ROIs1868_summer_s1_59_p1094.png
agri,ROIs1868,summer,59,p1095,datasets\sentinel12\v_2\agri\s1\ROIs1868_summer_s1_59_p1095.png,datasets\sentinel12\v_2\agri\s2\ROIs1868_summer_s2_59_p1095.png,ROIs1868_summer_s1_59_p1095.png
agri,ROIs1868,summer,59,p1096,datasets\sentinel12\v_2\agri\s1\ROIs1868_summer_s1_59_p1096.png,datasets\sentinel12\v_2\agri\s2\ROIs1868_summer_s2_59_p1096.png,ROIs1868_summer_s1_59_p1096.png
agri,ROIs1868,summer,59,p1097,datasets\sentinel12\v_2\agri\s1\ROIs1868_summer_s1_59_p1097.png,datasets\sentinel12\v_2\agri\s2\ROIs1868_summer_s2_59_p1097.png,ROIs1868_summer_s1_59_p1097.png
agri,ROIs1868,summer,59,p1098,datasets\sentinel12\v_2\agri\s1\ROIs1868_summer_s1_59_p1098.png,datasets\sentinel12\v_2\agri\s2\ROIs1868_summer_s2_59_p1098.png,ROIs1868_summer_s1_59_p1098.png
agri,ROIs1868,summer,59,p1099,datasets\sentinel12\v_2\agri\s1\ROIs1868_summer_s1_59_p1099.png,datasets\sentinel12\v_2\agri\s2\ROIs1868_summer_s2_59_p1099.png,ROIs1868_summer_s1_59_p1099.png
agri,ROIs1868,summer,59,p11,datasets\sentinel12\v_2\agri\s1\ROIs1868_summer_s1_59_p11.png,datasets\sentinel12\v_2\agri\s2\ROIs1868_summer_s2_59_p11.png,ROIs1868_summer_s1_59_p11.png
agri,ROIs1868,summer,59,p1100,datasets\sentinel12\v_2\agri\s1\ROIs1868_summer_s1_59_p1100.png,datasets\sentinel12\v_2\agri\s2\ROIs1868_summer_s2_59_p1100.png,ROIs1868_summer_s1_59_p1100.png
agri,ROIs1868,summer,59,p1101,datasets\sentinel12\v_2\agri\s1\ROIs1868_summer_s1_59_p1101.png,datasets\sentinel12\v_2\agri\s2\ROIs1868_summer_s2_59_p1101.png,ROIs1868_summer_s1_59_p1101.png
agri,ROIs1868,summer,59,p1102,datasets\sentinel12\v_2\agri\s1\ROIs1868_summer_s1_59_p1102.png,datasets\sentinel12\v_2\agri\s2\ROIs1868_summer_s2_59_p1102.png,ROIs1868_summer_s1_59_p1102.png
agri,ROIs1868,summer,59,p1103,datasets\sentinel12\v_2\agri\s1\ROIs1868_summer_s1_59_p1103.png,datasets\sentinel12\v_2\agri\s2\ROIs1868_summer_s2_59_p1103.png,ROIs1868_summer_s1_59_p1103.png
